NodeID,Name,Degree,SI,SRI,Therapeutic_Class
2188,Taloprex Plus 20 mg Tablet,38,0.0683453237410072,0.9316546762589928,  NEURO CN
2189,Gzor M Forte 3mg/1000mg Tablet,25,0.044964028776978415,0.9550359712230216,  ANTI DIABETI
2190,Tranesma Plus  Tablet,60,0.1079136690647482,0.8920863309352518,  BLOOD RELATE
2191,Protopan-DSR 30mg/40mg Capsule,0,0.0,1.0,  GASTRO INTESTINA
2192,Theodep Tablet,5,0.008992805755395683,0.9910071942446044,  NEURO CN
2193,Dutatoz 0.5mg Tablet,7,0.012589928057553957,0.987410071942446,  UROLOGY 
2194,CALPOL PLUS 400 MG/325 MG TABLET,297,0.5341726618705036,0.4658273381294964,  PAIN ANALGESIC
2195,Telmichek AH Tablet,0,0.0,1.0,  CARDIA
2196,Sup-SR Tablet,444,0.7985611510791367,0.20143884892086328,  GYNAECOLOGICAL 
2197,Inicef 500mg Injection,251,0.45143884892086333,0.5485611510791366,  ANTI INFECTIVES 
2198,Linobenz 600 Tablet,0,0.0,1.0,  ANTI INFECTIVES 
2199,Levomaz-M Tablet,1,0.0017985611510791368,0.9982014388489209,  RESPIRATOR
2200,Mxc-DX Eye Drop,1,0.0017985611510791368,0.9982014388489209,  OPHTHA
2201,Epilex Oral Solution,0,0.0,1.0,  NEURO CNS 
2202,Yourflox 1000mg Injection,33,0.05935251798561151,0.9406474820143885,  ANTI INFECTIVES 
2203,Actipod CV Tablet,405,0.7284172661870504,0.2715827338129496,  ANTI INFECTIVE
2204,Vosimol Plus 10mg Infusion,0,0.0,1.0,  PAIN ANALGESICS 
2205,Glitaray M 1  Tablet PR,4,0.007194244604316547,0.9928057553956835,  ANTI DIABETI
2206,Cefadel-CV Tablet,23,0.04136690647482014,0.9586330935251799,  ANTI INFECTIVE
2207,Care 36 Sachet Lemony Orange Sugar Free,113,0.20323741007194246,0.7967625899280575,  VITAMINS MINERALS NUTRIENT
2208,Theonase 1.5mg Tablet,287,0.5161870503597122,0.48381294964028776,  NEURO CNS 
2209,Telwave 20mg Tablet,18,0.03237410071942446,0.9676258992805755,  CARDIA
2210,Clozole 150mg Tablet VT,9,0.01618705035971223,0.9838129496402878,  DERMA 
2211,Triponac AP Tablet,200,0.3597122302158273,0.6402877697841727,  PAIN ANALGESIC
2212,Emetil 25mg Tablet,39,0.07014388489208633,0.9298561151079137,  NEURO CNS 
2213,Nimiron 100 mg/500 mg Tablet,51,0.09172661870503597,0.908273381294964,  PAIN ANALGESIC
2214,Subact Forte 2000 mg/1000 mg Injection,95,0.17086330935251798,0.829136690647482,  ANTI INFECTIVE
2215,Imcip TZ 500mg/600mg Tablet,518,0.9316546762589928,0.06834532374100721,  GASTRO INTESTINA
2216,Proalp 80mg Tablet,48,0.08633093525179857,0.9136690647482014,  CARDIA
2217,Parolyst 25mg Tablet,74,0.13309352517985612,0.8669064748201438,  NEURO CNS 
2218,Dox 500mg Tablet,38,0.0683453237410072,0.9316546762589928,  OPHTHAL 
2219,Neufix 100mg Tablet DT,377,0.6780575539568345,0.32194244604316546,  ANTI INFECTIVES 
2220,Jointwor 50mg/750mg/250mg Tablet,15,0.02697841726618705,0.9730215827338129,  PAIN ANALGESIC
2221,Farlutal 5mg Tablet,71,0.12769784172661872,0.8723021582733813,  GYNAECOLOGICAL 
2222,Keppra 750mg Tablet,122,0.21942446043165467,0.7805755395683454,  NEURO CNS 
2223,Itcox 90mg Tablet,330,0.5935251798561151,0.4064748201438849,  PAIN ANALGESIC
2224,Alzitin 5 Tablet,49,0.08812949640287769,0.9118705035971223,  NEURO CNS 
2225,Macralfate-O Suspension Sugar Free,37,0.06654676258992806,0.9334532374100719,  GASTRO INTESTINA
2226,Neocyp Syrup,14,0.025179856115107913,0.9748201438848921,  VITAMINS MINERALS NUTRIENT
2227,Fluo 40mg Tablet,12,0.02158273381294964,0.9784172661870504,  NEURO CNS 
2228,Unilistin Forte Injection,34,0.06115107913669065,0.9388489208633094,  GASTRO INTESTINAL 
2229,Cefoxim 500 Tablet,90,0.1618705035971223,0.8381294964028777,  ANTI INFECTIVES 
2230,Plotipan 40mg Tablet,378,0.6798561151079137,0.32014388489208634,  GASTRO INTESTINAL 
2231,Fulwar 400mg Tablet,17,0.030575539568345324,0.9694244604316546,  ANTI INFECTIVES 
2232,Paronazep-CR Tablet,2,0.0035971223021582736,0.9964028776978417,  NEURO CN
2233,Elava 4000IU Injection,240,0.4316546762589928,0.5683453237410072,  BLOOD RELATE
2234,Somer-DSR Capsule,31,0.05575539568345324,0.9442446043165468,  GASTRO INTESTINA
2235,Levodel OZ 250mg/500mg Tablet,228,0.41007194244604317,0.5899280575539568,  GASTRO INTESTINA
2236,Rolazin Tablet ER,340,0.6115107913669064,0.38848920863309355,  CARDIAC 
2237,LI 150mg Tablet,91,0.16366906474820145,0.8363309352517986,  NEURO CN
2238,Carebet-M Plus  Cream,20,0.03597122302158273,0.9640287769784173,  DERM
2239,Kitomark 5P Cream,56,0.10071942446043165,0.8992805755395683,  DERM
2240,Neuressa M 500mcg/75mg Tablet,4,0.007194244604316547,0.9928057553956835,  NEURO CN
2241,Vilor F Capsule,200,0.3597122302158273,0.6402877697841727,  RESPIRATOR
2242,Itchsin Cream,5,0.008992805755395683,0.9910071942446044,  DERM
2243,Telmed-AH 80 Tablet,3,0.00539568345323741,0.9946043165467626,  CARDIA
2244,Olanist-Plus 5/20 Tablet,81,0.14568345323741008,0.85431654676259,  NEURO CN
2245,Farib DSR 30mg/20mg Capsule,250,0.44964028776978415,0.5503597122302158,  GASTRO INTESTINA
2246,Ezee Pain 100mg Tablet DT,6,0.01079136690647482,0.9892086330935251,  PAIN ANALGESIC
2247,Parashoot Tablet,12,0.02158273381294964,0.9784172661870504,  PAIN ANALGESIC
2248,Menoguard 250 mg/250 mg Tablet,21,0.03776978417266187,0.9622302158273381,  BLOOD RELATE
2249,Klovox 500mg Tablet,7,0.012589928057553957,0.987410071942446,  OPHTHAL 
2250,Linokem 600 Tablet,45,0.08093525179856115,0.9190647482014389,  ANTI INFECTIVES 
2251,Sangoxin 0.25mg Tablet,33,0.05935251798561151,0.9406474820143885,  CARDIAC 
2252,Lacto Suspension,4,0.007194244604316547,0.9928057553956835,  GASTRO INTESTINAL 
2253,Staben 200mg Syrup,385,0.6924460431654677,0.30755395683453235,  ANTI INFECTIVES 
2254,BT Bile 5mg Tablet,213,0.3830935251798561,0.6169064748201438,  GASTRO INTESTINA
2255,Kloser D Tablet,15,0.02697841726618705,0.9730215827338129,  PAIN ANALGESIC
2256,Farorute 200 Tablet,411,0.7392086330935251,0.26079136690647486,  ANTI INFECTIVES 
2257,Ibipod CV Syrup,275,0.49460431654676257,0.5053956834532374,  ANTI INFECTIVE
2258,Piano 40mg Tablet,66,0.11870503597122302,0.8812949640287769,  GASTRO INTESTINAL 
2259,Bafen 10 Tablet,503,0.9046762589928058,0.09532374100719421,  PAIN ANALGESICS 
2260,Urimab 0.4mg Tablet,4,0.007194244604316547,0.9928057553956835,  UROLOG
2261,Paripher Eye Drop,1,0.0017985611510791368,0.9982014388489209,  OPHTHAL 
2262,Fyne 250mg Tablet,40,0.07194244604316546,0.9280575539568345,  ANTI INFECTIVES 
2263,Dicor 250mg Tablet,77,0.13848920863309352,0.8615107913669064,  NEURO CNS 
2264,Nausnic Tablet,115,0.2068345323741007,0.7931654676258992,  GASTRO INTESTINA
2265,Jocid-O Suspension,5,0.008992805755395683,0.9910071942446044,  GASTRO INTESTINA
2266,Dubagest 200 Capsule,24,0.04316546762589928,0.9568345323741008,  GYNAECOLOGICAL 
2267,Lek Pamidol 300mg Injection,4,0.007194244604316547,0.9928057553956835,  OTHERS 
2268,Nemat P 100mg/325mg Tablet,335,0.6025179856115108,0.3974820143884892,  PAIN ANALGESIC
2269,Extonerve-Plus Injection,262,0.4712230215827338,0.5287769784172662,  VITAMINS MINERALS NUTRIENT
2270,Hipzol 1 SR Tablet,339,0.6097122302158273,0.3902877697841727,  NEURO CNS 
2271,Rabispace 20 Capsule,72,0.12949640287769784,0.8705035971223022,  GASTRO INTESTINAL 
2272,Gliptin M 500mg/20mg Tablet,1,0.0017985611510791368,0.9982014388489209,  ANTI DIABETI
2273,Brivissa 25 Tablet,48,0.08633093525179857,0.9136690647482014,  NEURO CNS 
2274,Pandrop 50mg/325mg Tablet,12,0.02158273381294964,0.9784172661870504,  PAIN ANALGESIC
2275,Evrina A Suspension,157,0.2823741007194245,0.7176258992805755,  ANTI INFECTIVE
2276,DR Best Duloxetine 30 Tablet,3,0.00539568345323741,0.9946043165467626,  NEURO CNS 
2277,Decitax 30mg Injection,396,0.7122302158273381,0.28776978417266186,  ANTI NEOPLASTICS 
2278,Livit 5mg Tablet,126,0.22661870503597123,0.7733812949640287,  RESPIRATOR
2279,Cypdine Syrup,13,0.023381294964028777,0.9766187050359713,  VITAMINS MINERALS NUTRIENT
2280,Iobet Eye Drop,0,0.0,1.0,  OPHTHAL 
2281,Clicef O 200mg/200mg Tablet,32,0.05755395683453238,0.9424460431654677,  ANTI INFECTIVE
2282,Colibra 500mg Tablet,5,0.008992805755395683,0.9910071942446044,  NEURO CNS 
2283,Nuhexy 2mg Tablet,225,0.40467625899280574,0.5953237410071943,  NEURO CNS 
2284,Joten P 20mg/15mg Tablet,21,0.03776978417266187,0.9622302158273381,  ANTI DIABETI
2285,Q4G Eye Drop,77,0.13848920863309352,0.8615107913669064,  OPHTHA
2286,Ducof B 20 mg/50 mg/1.25 mg Syrup,420,0.7553956834532374,0.24460431654676262,  RESPIRATOR
2287,Nandrodec 50mg Injection,7,0.012589928057553957,0.987410071942446,  HORMONE
2288,Mybro-IL Respules (2.5ml Each),109,0.1960431654676259,0.8039568345323741,  RESPIRATOR
2289,Voxinix 50 Tablet,74,0.13309352517985612,0.8669064748201438,  NEURO CNS 
2290,Ace TP 4mg/100mg/325mg Tablet,479,0.8615107913669064,0.13848920863309355,  PAIN ANALGESIC
2291,Pyrtex 100mg Soft Gelatin Capsule,3,0.00539568345323741,0.9946043165467626,  GYNAECOLOGICAL 
2292,Konaz -CT Lotion,22,0.039568345323741004,0.960431654676259,  DERM
2293,Froxyl 100mg Tablet,376,0.6762589928057554,0.3237410071942446,  ANTI INFECTIVES 
2294,Diprobate G Plus Cream,1,0.0017985611510791368,0.9982014388489209,  DERM
2295,Coffwin-DXP Syrup,78,0.14028776978417265,0.8597122302158273,  RESPIRATOR
2296,Koktel 40mg Tablet,255,0.45863309352517984,0.5413669064748201,  CARDIA
2297,Lok AR 5mg/10mg Tablet,9,0.01618705035971223,0.9838129496402878,  RESPIRATOR
2298,Bio AZ 500mg Tablet,64,0.11510791366906475,0.8848920863309353,  ANTI INFECTIVES 
2299,Furex 500mg Tablet,9,0.01618705035971223,0.9838129496402878,  ANTI INFECTIVES 
2300,Orflaz Kit,182,0.3273381294964029,0.6726618705035972,  GYNAECOLOGICA
2301,Mistabron 600mg Respirator Solution,0,0.0,1.0,  BLOOD RELATED 
2302,Clopad S Ointment,81,0.14568345323741008,0.85431654676259,  DERM
2303,Vomic 4mg Tablet,211,0.37949640287769787,0.6205035971223021,  GASTRO INTESTINAL 
2304,Terbimax-F Lotion,47,0.08453237410071943,0.9154676258992805,  DERM
2305,Citizd 10mg Tablet,417,0.75,0.25,  RESPIRATOR
2306,Insugen 30/70 Solution for Injection 40IU/ml,11,0.019784172661870502,0.9802158273381295,  ANTI DIABETI
2307,Rabrem-LS Capsule SR,50,0.08992805755395683,0.9100719424460432,  GASTRO INTESTINA
2308,Closit-Plus Tablet,363,0.6528776978417267,0.34712230215827333,  NEURO CN
2309,Kavtil 200mg Tablet,43,0.07733812949640288,0.9226618705035972,  ANTI INFECTIVES 
2310,Dapachem M 10mg/500mg Tablet,12,0.02158273381294964,0.9784172661870504,  ANTI DIABETI
2311,Sunar 40mg Injection,56,0.10071942446043165,0.8992805755395683,  GASTRO INTESTINAL 
2312,Urtirid Tablet,49,0.08812949640287769,0.9118705035971223,  RESPIRATORY 
2313,Orimik 500 Injection,4,0.007194244604316547,0.9928057553956835,  ANTI INFECTIVES 
2314,Cpu 250 Tablet,78,0.14028776978417265,0.8597122302158273,  ANTI INFECTIVES 
2315,Odanse 2mg/5ml Syrup,3,0.00539568345323741,0.9946043165467626,  GASTRO INTESTINAL 
2316,Glimison 2mg Tablet,4,0.007194244604316547,0.9928057553956835,  ANTI DIABETIC 
2317,Hyzorg 25mg Tablet,279,0.5017985611510791,0.4982014388489209,  RESPIRATORY 
2318,Wento Tablet,487,0.8758992805755396,0.12410071942446044,  PAIN ANALGESIC
2319,Mavtac Forte Ointment,7,0.012589928057553957,0.987410071942446,  ANTI NEOPLASTICS 
2320,Broncolite-LS Oral Drops,233,0.41906474820143885,0.5809352517985611,  RESPIRATOR
2321,Soblin Syrup,4,0.007194244604316547,0.9928057553956835,  GASTRO INTESTINAL 
2322,Liczet 5mg Tablet,102,0.18345323741007194,0.8165467625899281,  RESPIRATOR
2323,Fluzan AS Kit,26,0.046762589928057555,0.9532374100719424,  GYNAECOLOGICA
2324,Xtradi SP Tablet,2,0.0035971223021582736,0.9964028776978417,  PAIN ANALGESIC
2325,Dipren 0.025% Lotion,0,0.0,1.0,  DERMA 
2326,Pacto P 1000mg Injection,327,0.5881294964028777,0.4118705035971223,  PAIN ANALGESICS 
2327,Aeropro DSR Capsule,39,0.07014388489208633,0.9298561151079137,  GASTRO INTESTINA
2328,Thricof Syrup,460,0.8273381294964028,0.17266187050359716,  RESPIRATOR
2329,Nimbly-Plus Tablet,7,0.012589928057553957,0.987410071942446,  PAIN ANALGESIC
2330,Dapoxy 30mg Tablet,33,0.05935251798561151,0.9406474820143885,  SEX STIMULANTS REJUVENATORS 
2331,Rabmacure-DSR Capsule,6,0.01079136690647482,0.9892086330935251,  GASTRO INTESTINA
2332,Loranibee Plus Tablet,77,0.13848920863309352,0.8615107913669064,  PAIN ANALGESIC
2333,Rafron Total Tablet,50,0.08992805755395683,0.9100719424460432,  GASTRO INTESTINA
2334,Sucan O Syrup,127,0.22841726618705036,0.7715827338129496,  GASTRO INTESTINA
2335,LC 2.5mg Tablet,283,0.5089928057553957,0.49100719424460426,  RESPIRATOR
2336,Amtiva AT 5mg/50mg Tablet,79,0.1420863309352518,0.8579136690647482,  CARDIA
2337,Keypan LV 75mg/40mg Capsule,50,0.08992805755395683,0.9100719424460432,  GASTRO INTESTINA
2338,Lactagard 2000mg/1000mg Injection,93,0.1672661870503597,0.8327338129496403,  ANTI INFECTIVE
2339,Scavista 12mg Tablet,292,0.5251798561151079,0.47482014388489213,  ANTI INFECTIVES 
2340,Tramcet 37.5mg/325mg Tablet,397,0.7140287769784173,0.28597122302158273,  PAIN ANALGESIC
2341,Bronkasma-Kid Syrup,48,0.08633093525179857,0.9136690647482014,  RESPIRATOR
2342,Enzomac CM Particles,27,0.048561151079136694,0.9514388489208633,  DERM
2343,HB Need Injection,1,0.0017985611510791368,0.9982014388489209,  GYNAECOLOGICAL 
2344,Libset Tablet,124,0.22302158273381295,0.7769784172661871,  ANTI NEOPLASTICS 
2345,Ominax Neonatal 125mg Injection,321,0.5773381294964028,0.42266187050359716,  ANTI INFECTIVES 
2346,Fillreb-DSR Capsule,82,0.1474820143884892,0.8525179856115108,  GASTRO INTESTINA
2347,Vinthromycin 500 Tablet,65,0.11690647482014388,0.8830935251798562,  ANTI INFECTIVES 
2348,Cepdon-CV 325 Tablet,117,0.210431654676259,0.789568345323741,  ANTI INFECTIVE
2349,Panzec 40mg Tablet,27,0.048561151079136694,0.9514388489208633,  GASTRO INTESTINAL 
2350,Nebest 5mg Tablet,31,0.05575539568345324,0.9442446043165468,  CARDIAC 
2351,Hepasan 300mg Tablet,455,0.8183453237410072,0.1816546762589928,  GASTRO INTESTINAL 
2352,Minoked FX Tablet,2,0.0035971223021582736,0.9964028776978417,  RESPIRATOR
2353,Bgmol TH 100mg/4mg Tablet,342,0.6151079136690647,0.3848920863309353,  PAIN ANALGESIC
2354,Antuc 20mg Tablet,73,0.13129496402877697,0.8687050359712231,  GASTRO INTESTINAL 
2355,Beltuss Syrup,0,0.0,1.0,  RESPIRATOR
2356,Metafolate Tablet,34,0.06115107913669065,0.9388489208633094,  GYNAECOLOGICA
2357,PACIFIC 0.25 MG TABLET,500,0.8992805755395683,0.1007194244604317,  NEURO CNS 
2358,Phlebosol QPS Solution,2,0.0035971223021582736,0.9964028776978417,  BLOOD RELATED 
2359,Dinosafe Tablet,18,0.03237410071942446,0.9676258992805755,  GYNAECOLOGICAL 
2360,Nazi 500mg Tablet,0,0.0,1.0,  ANTI INFECTIVES 
2361,Flexiron 150mg Capsule SR,81,0.14568345323741008,0.85431654676259,  PAIN ANALGESICS 
2362,Leracin AM Syrup,40,0.07194244604316546,0.9280575539568345,  RESPIRATOR
2363,Healap SP 100mg/325mg/15mg Tablet,505,0.908273381294964,0.09172661870503596,  PAIN ANALGESIC
2364,Aprazol 0.5mg Tablet,67,0.12050359712230216,0.8794964028776978,  GASTRO INTESTINAL 
2365,Vontelevo 5mg/10mg Tablet,14,0.025179856115107913,0.9748201438848921,  RESPIRATOR
2366,Emka 250mg Injection,155,0.2787769784172662,0.7212230215827338,  ANTI INFECTIVES 
2367,Triapriglim 1mg/500mg/15mg Tablet ER,507,0.9118705035971223,0.0881294964028777,  ANTI DIABETI
2368,Ola 10mg Tablet,79,0.1420863309352518,0.8579136690647482,  NEURO CNS 
2369,Nurab DSR 30mg/10mg Capsule,0,0.0,1.0,  GASTRO INTESTINA
2370,Almax 0.25mg Tablet,454,0.8165467625899281,0.1834532374100719,  NEURO CNS 
2371,Glycomet Trio Forte 2 Tablet SR,37,0.06654676258992806,0.9334532374100719,  ANTI DIABETI
2372,Extentia 4000mg/500mg Injection,12,0.02158273381294964,0.9784172661870504,  ANTI INFECTIVE
2373,Effidox 100mg Capsule,1,0.0017985611510791368,0.9982014388489209,  ANTI INFECTIVES 
2374,Nefrosave Tablet,13,0.023381294964028777,0.9766187050359713,  UROLOG
2375,Montenak LC 5mg/10mg Tablet,8,0.014388489208633094,0.9856115107913669,  RESPIRATOR
2376,Bioclar 250mg Tablet,45,0.08093525179856115,0.9190647482014389,  ANTI INFECTIVES 
2377,Edafil 20 Tablet,272,0.4892086330935252,0.5107913669064748,  SEX STIMULANTS REJUVENATORS 
2378,Joxcy 250 Tablet,224,0.4028776978417266,0.5971223021582734,  ANTI INFECTIVES 
2379,Hydrocas 25mg Tablet,10,0.017985611510791366,0.9820143884892086,  RESPIRATORY 
2380,Pararest M Suspension,3,0.00539568345323741,0.9946043165467626,  PAIN ANALGESIC
2381,Protheo 25mg Tablet,78,0.14028776978417265,0.8597122302158273,  NEURO CNS 
2382,Vicoflam-AQ Injection,283,0.5089928057553957,0.49100719424460426,  PAIN ANALGESICS 
2383,Procalm 0.5mg Tablet,8,0.014388489208633094,0.9856115107913669,  NEURO CNS 
2384,Metarub S Ointment,10,0.017985611510791366,0.9820143884892086,  DERM
2385,Talmidoz Trio Tablet,412,0.7410071942446043,0.25899280575539574,  CARDIA
2386,Komplete CV 200mg/125mg Tablet,461,0.829136690647482,0.17086330935251803,  ANTI INFECTIVE
2387,Acijen Tablet,97,0.17446043165467626,0.8255395683453237,  PAIN ANALGESIC
2388,Perri 40mg Tablet,108,0.19424460431654678,0.8057553956834532,  GASTRO INTESTINAL 
2389,Sizopride 50 Tablet,59,0.10611510791366907,0.8938848920863309,  NEURO CN
2390,Robby Plus 75mg/20mg Tablet,222,0.39928057553956836,0.6007194244604317,  GASTRO INTESTINA
2391,Tretinec A 0.025% Cream,43,0.07733812949640288,0.9226618705035972,  DERMA 
2392,Prexol 0.50 Tablet,464,0.8345323741007195,0.16546762589928055,  NEURO CNS 
2393,Geripod 8 Capsule,384,0.6906474820143885,0.3093525179856115,  UROLOGY 
2394,Eldotel-AM Tablet,7,0.012589928057553957,0.987410071942446,  CARDIA
2395,Sonirab-D Tablet,83,0.14928057553956833,0.8507194244604317,  GASTRO INTESTINA
2396,Oltrax 25mg Tablet,85,0.1528776978417266,0.8471223021582734,  RESPIRATORY 
2397,Cyblex 80 Tablet,329,0.591726618705036,0.40827338129496404,  ANTI DIABETIC 
2398,Tpant 40 Injection,6,0.01079136690647482,0.9892086330935251,  GASTRO INTESTINAL 
2399,Ycob 2500 Injection,198,0.35611510791366907,0.6438848920863309,  VITAMINS MINERALS NUTRIENT
2400,Glimidart M 1mg/500mg Tablet,132,0.23741007194244604,0.762589928057554,  ANTI DIABETI
2401,Mdet 5mg Tablet,59,0.10611510791366907,0.8938848920863309,  NEURO CNS 
2402,Yuvirab-DSR Capsule,3,0.00539568345323741,0.9946043165467626,  GASTRO INTESTINA
2403,Foroxim 1.5 Injection,400,0.7194244604316546,0.28057553956834536,  ANTI INFECTIVES 
2404,Depstalo Plus Tablet,379,0.6816546762589928,0.3183453237410072,  NEURO CN
2405,Teldil 80mg Tablet,147,0.2643884892086331,0.7356115107913669,  CARDIA
2406,Enhancin 1000mg/200mg Tablet,117,0.210431654676259,0.789568345323741,  ANTI INFECTIVE
2407,Lobonac-SP Tablet,59,0.10611510791366907,0.8938848920863309,  PAIN ANALGESIC
2408,Valdy SP 20 mg/15 mg Tablet,498,0.89568345323741,0.10431654676258995,  PAIN ANALGESIC
2409,Livocee 25% Injection,85,0.1528776978417266,0.8471223021582734,  VITAMINS MINERALS NUTRIENTS 
2410,Medzol 10mg Injection,0,0.0,1.0,  NEURO CNS 
2411,Limocam P 8mg/325mg Tablet,6,0.01079136690647482,0.9892086330935251,  PAIN ANALGESIC
2412,Clean Eye Drop,6,0.01079136690647482,0.9892086330935251,  OPHTHAL 
2413,Camforte 0.25mg Tablet,307,0.552158273381295,0.447841726618705,  GYNAECOLOGICAL 
2414,G Cet 10mg Tablet,302,0.5431654676258992,0.45683453237410077,  RESPIRATOR
2415,Mdace MR 100mg/325mg/250mg Tablet,400,0.7194244604316546,0.28057553956834536,  PAIN ANALGESIC
2416,Vomiof 8mg Tablet,56,0.10071942446043165,0.8992805755395683,  GASTRO INTESTINAL 
2417,Itonazol 200mg Tablet,289,0.5197841726618705,0.4802158273381295,  ANTI INFECTIVES 
2418,Mahatax CV 200mg/125mg Tablet,12,0.02158273381294964,0.9784172661870504,  ANTI INFECTIVE
2419,Synaptol 150 Tablet,236,0.4244604316546763,0.5755395683453237,  PAIN ANALGESICS 
2420,Testotas 250mg Injection Depot,158,0.2841726618705036,0.7158273381294964,  SEX STIMULANTS REJUVENATOR
2421,Cilidin 10mg Tablet,68,0.1223021582733813,0.8776978417266187,  CARDIAC 
2422,Iburin 400mg Tablet,8,0.014388489208633094,0.9856115107913669,  PAIN ANALGESICS 
2423,Jeybact Injection,15,0.02697841726618705,0.9730215827338129,  ANTI INFECTIVE
2424,Desoroft 5mg Tablet,231,0.4154676258992806,0.5845323741007193,  RESPIRATORY 
2425,Benlox 500mg Tablet,346,0.6223021582733813,0.3776978417266187,  OPHTHAL 
2426,Unilide P 50 mg/125 mg Suspension,373,0.670863309352518,0.32913669064748197,  PAIN ANALGESIC
2427,Sunkul Eye Drop,13,0.023381294964028777,0.9766187050359713,  OPHTHA
2428,Jglime M 1mg/500mg Tablet SR,346,0.6223021582733813,0.3776978417266187,  ANTI DIABETI
2429,Flykof Syrup,0,0.0,1.0,  RESPIRATOR
2430,D Pep XP Tablet,4,0.007194244604316547,0.9928057553956835,  PAIN ANALGESIC
2431,Vomirok-MD Tablet,425,0.7643884892086331,0.23561151079136688,  GASTRO INTESTINAL 
2432,Rosuzen 20mg Tablet,60,0.1079136690647482,0.8920863309352518,  CARDIAC 
2433,Dienofem Tablet,121,0.21762589928057555,0.7823741007194245,  GYNAECOLOGICAL 
2434,Flucomb AF 2mg/ml/5mg/ml Oral Drops,0,0.0,1.0,  RESPIRATOR
2435,Tastymol 650mg Tablet,420,0.7553956834532374,0.24460431654676262,  PAIN ANALGESIC
2436,Aclonac Tablet,0,0.0,1.0,  PAIN ANALGESICS 
2437,Sudif Cream,129,0.23201438848920863,0.7679856115107914,  DERMA 
2438,Cardace Meto 5 Tablet ER,365,0.6564748201438849,0.3435251798561151,  CARDIA
2439,Forteran S 50mg/10mg Tablet,14,0.025179856115107913,0.9748201438848921,  PAIN ANALGESIC
2440,Narzine 10mg Tablet,1,0.0017985611510791368,0.9982014388489209,  NEURO CNS 
2441,J-Ring M Tablet ER,41,0.0737410071942446,0.9262589928057554,  ANTI DIABETI
2442,Levomil 500mg Tablet,293,0.5269784172661871,0.4730215827338129,  OPHTHAL 
2443,Raaz D 30mg/20mg Tablet,453,0.814748201438849,0.18525179856115104,  GASTRO INTESTINA
2444,Fluriv 20mg Capsule,3,0.00539568345323741,0.9946043165467626,  NEURO CNS 
2445,Vinpace 10mg Tablet,74,0.13309352517985612,0.8669064748201438,  ANTI NEOPLASTICS 
2446,Telimes 40 Tablet,47,0.08453237410071943,0.9154676258992805,  CARDIA
2447,Rpdone 0.5mg Tablet,428,0.7697841726618705,0.2302158273381295,  NEURO CNS 
2448,Recita 20 Tablet,34,0.06115107913669065,0.9388489208633094,  NEURO CNS 
2449,Bepobesil 1.5% Eye Drop,40,0.07194244604316546,0.9280575539568345,  OPHTHAL 
2450,Osonik 60mg Injection,58,0.10431654676258993,0.89568345323741,  ANTI MALARIALS 
2451,Ecofast D 30mg/40mg Tablet SR,496,0.8920863309352518,0.1079136690647482,  GASTRO INTESTINA
2452,Ventriol Cold Syrup,127,0.22841726618705036,0.7715827338129496,  RESPIRATOR
2453,Gludia GSM Tablet,6,0.01079136690647482,0.9892086330935251,  PAIN ANALGESIC
2454,Nevercuff AM Syrup,32,0.05755395683453238,0.9424460431654677,  RESPIRATOR
2455,Voglimed 0.3mg Tablet,189,0.33992805755395683,0.6600719424460432,  ANTI DIABETIC 
2456,Dolycox-T Tablet,88,0.15827338129496402,0.841726618705036,  PAIN ANALGESIC
2457,Dapaneu V Tablet SR,31,0.05575539568345324,0.9442446043165468,  ANTI DIABETI
2458,Swich SR 200 Tablet,388,0.697841726618705,0.302158273381295,  ANTI INFECTIVES 
2459,Silonext D 8mg/0.5mg Tablet,80,0.14388489208633093,0.8561151079136691,  UROLOG
2460,Gabavel M Capsule,82,0.1474820143884892,0.8525179856115108,  NEURO CN
2461,Monocan 150mg Tablet,11,0.019784172661870502,0.9802158273381295,  ANTI INFECTIVES 
2462,Dilace 5mg Tablet,473,0.8507194244604317,0.1492805755395683,  CARDIAC 
2463,Arpent O 40mg/4mg Tablet,100,0.17985611510791366,0.8201438848920863,  GASTRO INTESTINA
2464,Colikwin Drop,192,0.34532374100719426,0.6546762589928057,  GASTRO INTESTINAL 
2465,Flupack 150mg Tablet,15,0.02697841726618705,0.9730215827338129,  ANTI INFECTIVES 
2466,Restasis Ophthalmic Emulsion (0.4ml each),110,0.19784172661870503,0.802158273381295,  OPHTHAL 
2467,Genulid-P Tablet,332,0.5971223021582733,0.40287769784172667,  PAIN ANALGESIC
2468,Scabigard-P Lotion,13,0.023381294964028777,0.9766187050359713,  DERMA 
2469,Tretin 0.05% Cream,5,0.008992805755395683,0.9910071942446044,  DERMA 
2470,Glimicid M 1mg/500mg Tablet,36,0.06474820143884892,0.935251798561151,  ANTI DIABETI
2471,Depanil 0.5mg Tablet,198,0.35611510791366907,0.6438848920863309,  NEURO CNS 
2472,Becort 40mg Injection,1,0.0017985611510791368,0.9982014388489209,  DERMA 
2473,Godpime 500mg Injection,202,0.36330935251798563,0.6366906474820144,  ANTI INFECTIVES 
2474,Calovil-D3 Oral Drops,0,0.0,1.0,  VITAMINS MINERALS NUTRIENTS 
2475,Dailyglim M 4mg/500mg Tablet SR,8,0.014388489208633094,0.9856115107913669,  ANTI DIABETI
